r,t,l,y,RateOfTotalActivity
REGION1,LNDBLTNOW,SEA2PEK,2030,18.1011
REGION1,LNDBLTRRD,SEA1BAS,2018,24.0954
REGION1,LNDBLTRRD,SEA1BAS,2020,25.6266
REGION1,LNDBLTRRD,SEA1BAS,2029,32.2347
REGION1,LNDBLTRRD,SEA1INT,2019,12.4451
REGION1,LNDBLTRRD,SEA1INT,2023,1.0874
REGION1,LNDBLTRRD,SEA1INT,2026,1.2083
REGION1,LNDBLTRRD,SEA1INT,2029,1.2888
REGION1,LNDBLTRRD,SEA1INT,2030,1.2888
REGION1,LNDBLTRRD,SEA1PEK,2021,6.2924
REGION1,LNDBLTRRD,SEA1PEK,2022,81.3166
REGION1,LNDBLTRRD,SEA1PEK,2026,90.029
REGION1,LNDBLTRRD,SEA2BAS,2016,17.1679
REGION1,LNDBLTRRD,SEA2BAS,2017,1.3075
REGION1,LNDBLTRRD,SEA2BAS,2023,19.6123
REGION1,LNDBLTRRD,SEA2BAS,2027,21.6588
REGION1,LNDBLTRRD,SEA2INT,2017,8.2426
REGION1,LNDBLTRRD,SEA2INT,2019,0.7106
REGION1,LNDBLTRRD,SEA2INT,2020,0.7106
REGION1,LNDBLTRRD,SEA2INT,2021,9.2943
REGION1,LNDBLTRRD,SEA2INT,2022,0.7674
REGION1,LNDBLTRRD,SEA2INT,2024,10.0617
REGION1,LNDBLTRRD,SEA2INT,2025,0.8243
REGION1,LNDBLTRRD,SEA2INT,2028,11.1133
REGION1,LNDBLTRRD,SEA2PEK,2018,4.0984
REGION1,LNDBLTRRD,SEA2PEK,2024,4.7814
REGION1,LNDBLTRRD,SEA2PEK,2025,61.9877
REGION1,LNDBLTRRD,SEA2PEK,2027,5.123
REGION1,LNDBLTRRD,SEA2PEK,2028,5.2937
REGION1,LNDBLTRRD,SEA2PEK,2030,69.6721
REGION1,LNDBLTSOC,SEA1BAS,2026,15.9562
REGION1,LNDBLTSOC,SEA1BAS,2027,13.6191
REGION1,LNDBLTSOC,SEA1BAS,2028,13.9415
REGION1,LNDBLTSOC,SEA1BAS,2030,27.9636
REGION1,LNDBLTSOC,SEA1INT,2016,3.5845
REGION1,LNDBLTSOC,SEA1INT,2017,5.1553
REGION1,LNDBLTSOC,SEA1INT,2021,5.8399
REGION1,LNDBLTSOC,SEA1INT,2024,7.5718
REGION1,LNDBLTSOC,SEA1INT,2027,1.3694
REGION1,LNDBLTSOC,SEA1INT,2028,1.3694
REGION1,LNDBLTSOC,SEA1INT,2029,5.115
REGION1,LNDBLTSOC,SEA1PEK,2017,28.5576
REGION1,LNDBLTSOC,SEA1PEK,2024,27.3475
REGION1,LNDBLTSOC,SEA1PEK,2025,7.7444
REGION1,LNDBLTSOC,SEA1PEK,2029,8.4705
REGION1,LNDBLTSOC,SEA2BAS,2020,5.7416
REGION1,LNDBLTSOC,SEA2BAS,2021,5.9121
REGION1,LNDBLTSOC,SEA2BAS,2025,9.1524
REGION1,LNDBLTSOC,SEA2INT,2016,4.235
REGION1,LNDBLTSOC,SEA2INT,2021,0.8243
REGION1,LNDBLTSOC,SEA2INT,2022,8.1289
REGION1,LNDBLTSOC,SEA2INT,2023,8.3279
REGION1,LNDBLTSOC,SEA2INT,2025,3.2686
REGION1,LNDBLTSOC,SEA2INT,2026,3.3539
REGION1,LNDBLTSOC,SEA2INT,2028,3.5244
REGION1,LNDBLTSOC,SEA2INT,2029,5.0308
REGION1,LNDBLTSOC,SEA2PEK,2018,43.3743
REGION1,LNDBLTSOC,SEA2PEK,2019,44.7404
REGION1,LNDBLTSOC,SEA2PEK,2020,28.8593
REGION1,LNDBLTSOC,SEA2PEK,2027,20.6626
REGION1,LNDBLTSOE,SEA1INT,2016,7.7732
REGION1,LNDBLTSOE,SEA1INT,2017,8.0551
REGION1,LNDBLTSOE,SEA1INT,2019,8.5787
REGION1,LNDBLTSOE,SEA1INT,2023,1.4499
REGION1,LNDBLTSOE,SEA1INT,2024,8.3773
REGION1,LNDBLTSOE,SEA1INT,2028,10.8744
REGION1,LNDBLTSOE,SEA1INT,2029,11.1563
REGION1,LNDBLTSOE,SEA1INT,2030,11.3174
REGION1,LNDBLTSOE,SEA1PEK,2022,8.4705
REGION1,LNDBLTSOE,SEA1PEK,2025,9.1965
REGION1,LNDBLTSOE,SEA1PEK,2026,62.1975
REGION1,LNDBLTSOE,SEA2BAS,2018,1.7623
REGION1,LNDBLTSOE,SEA2BAS,2025,12.1085
REGION1,LNDBLTSOE,SEA2INT,2020,6.253
REGION1,LNDBLTSOE,SEA2INT,2021,6.4236
REGION1,LNDBLTSOE,SEA2INT,2022,5.5993
REGION1,LNDBLTSOE,SEA2INT,2023,5.7414
REGION1,LNDBLTSOE,SEA2INT,2024,1.0516
REGION1,LNDBLTSOE,SEA2INT,2027,6.3667
REGION1,LNDBLTSOE,SEA2PEK,2018,30.0546
REGION1,LNDBLTSOE,SEA2PEK,2027,6.8306
REGION1,LNDCP01HIMRD,SEA1BAS,2016,0.1063
REGION1,LNDCP01HIMRD,SEA1BAS,2017,0.0993
REGION1,LNDCP01HIMRD,SEA1BAS,2018,0.0922
REGION1,LNDCP01HIMRD,SEA1BAS,2019,0.0851
REGION1,LNDCP01HIMRD,SEA1BAS,2020,0.078
REGION1,LNDCP01HIMRD,SEA1BAS,2021,0.0709
REGION1,LNDCP01HIMRD,SEA1BAS,2022,0.0638
REGION1,LNDCP01HIMRD,SEA1BAS,2023,0.0567
REGION1,LNDCP01HIMRD,SEA1BAS,2024,0.0496
REGION1,LNDCP01HIMRD,SEA1BAS,2025,0.0425
REGION1,LNDCP01HIMRD,SEA1BAS,2026,0.0362
REGION1,LNDCP01HIMRD,SEA1BAS,2027,0.0307
REGION1,LNDCP01HIMRD,SEA1BAS,2028,0.0261
REGION1,LNDCP01HIMRD,SEA1BAS,2029,0.0222
REGION1,LNDCP01HIMRD,SEA1BAS,2030,0.0189
REGION1,LNDCP01HIMRD,SEA1INT,2016,0.1063
REGION1,LNDCP01HIMRD,SEA1INT,2017,0.0993
REGION1,LNDCP01HIMRD,SEA1INT,2018,0.0922
REGION1,LNDCP01HIMRD,SEA1INT,2019,0.0851
REGION1,LNDCP01HIMRD,SEA1INT,2020,0.078
REGION1,LNDCP01HIMRD,SEA1INT,2021,0.0709
REGION1,LNDCP01HIMRD,SEA1INT,2022,0.0638
REGION1,LNDCP01HIMRD,SEA1INT,2023,0.0567
REGION1,LNDCP01HIMRD,SEA1INT,2024,0.0496
REGION1,LNDCP01HIMRD,SEA1INT,2025,0.0425
REGION1,LNDCP01HIMRD,SEA1INT,2026,0.0362
REGION1,LNDCP01HIMRD,SEA1INT,2027,0.0307
REGION1,LNDCP01HIMRD,SEA1INT,2028,0.0261
REGION1,LNDCP01HIMRD,SEA1INT,2029,0.0222
REGION1,LNDCP01HIMRD,SEA1INT,2030,0.0189
REGION1,LNDCP01HIMRD,SEA1PEK,2016,0.1063
REGION1,LNDCP01HIMRD,SEA1PEK,2017,0.0993
REGION1,LNDCP01HIMRD,SEA1PEK,2018,0.0922
REGION1,LNDCP01HIMRD,SEA1PEK,2019,0.0851
REGION1,LNDCP01HIMRD,SEA1PEK,2020,0.078
REGION1,LNDCP01HIMRD,SEA1PEK,2021,0.0709
REGION1,LNDCP01HIMRD,SEA1PEK,2022,0.0638
REGION1,LNDCP01HIMRD,SEA1PEK,2023,0.0567
REGION1,LNDCP01HIMRD,SEA1PEK,2024,0.0496
REGION1,LNDCP01HIMRD,SEA1PEK,2025,0.0425
REGION1,LNDCP01HIMRD,SEA1PEK,2026,0.0362
REGION1,LNDCP01HIMRD,SEA1PEK,2027,0.0307
REGION1,LNDCP01HIMRD,SEA1PEK,2028,0.0261
REGION1,LNDCP01HIMRD,SEA1PEK,2029,0.0222
REGION1,LNDCP01HIMRD,SEA1PEK,2030,0.0189
REGION1,LNDCP01HIMRD,SEA2BAS,2016,0.1063
REGION1,LNDCP01HIMRD,SEA2BAS,2017,0.0993
REGION1,LNDCP01HIMRD,SEA2BAS,2018,0.0922
REGION1,LNDCP01HIMRD,SEA2BAS,2019,0.0851
REGION1,LNDCP01HIMRD,SEA2BAS,2020,0.078
REGION1,LNDCP01HIMRD,SEA2BAS,2021,0.0709
REGION1,LNDCP01HIMRD,SEA2BAS,2022,0.0638
REGION1,LNDCP01HIMRD,SEA2BAS,2023,0.0567
REGION1,LNDCP01HIMRD,SEA2BAS,2024,0.0496
REGION1,LNDCP01HIMRD,SEA2BAS,2025,0.0425
REGION1,LNDCP01HIMRD,SEA2BAS,2026,0.0362
REGION1,LNDCP01HIMRD,SEA2BAS,2027,0.0307
REGION1,LNDCP01HIMRD,SEA2BAS,2028,0.0261
REGION1,LNDCP01HIMRD,SEA2BAS,2029,0.0222
REGION1,LNDCP01HIMRD,SEA2BAS,2030,0.0189
REGION1,LNDCP01HIMRD,SEA2INT,2016,0.1063
REGION1,LNDCP01HIMRD,SEA2INT,2017,0.0993
REGION1,LNDCP01HIMRD,SEA2INT,2018,0.0922
REGION1,LNDCP01HIMRD,SEA2INT,2019,0.0851
REGION1,LNDCP01HIMRD,SEA2INT,2020,0.078
REGION1,LNDCP01HIMRD,SEA2INT,2021,0.0709
REGION1,LNDCP01HIMRD,SEA2INT,2022,0.0638
REGION1,LNDCP01HIMRD,SEA2INT,2023,0.0567
REGION1,LNDCP01HIMRD,SEA2INT,2024,0.0496
REGION1,LNDCP01HIMRD,SEA2INT,2025,0.0425
REGION1,LNDCP01HIMRD,SEA2INT,2026,0.0362
REGION1,LNDCP01HIMRD,SEA2INT,2027,0.0307
REGION1,LNDCP01HIMRD,SEA2INT,2028,0.0261
REGION1,LNDCP01HIMRD,SEA2INT,2029,0.0222
REGION1,LNDCP01HIMRD,SEA2INT,2030,0.0189
REGION1,LNDCP01HIMRD,SEA2PEK,2016,0.1063
REGION1,LNDCP01HIMRD,SEA2PEK,2017,0.0993
REGION1,LNDCP01HIMRD,SEA2PEK,2018,0.0922
REGION1,LNDCP01HIMRD,SEA2PEK,2019,0.0851
REGION1,LNDCP01HIMRD,SEA2PEK,2020,0.078
REGION1,LNDCP01HIMRD,SEA2PEK,2021,0.0709
REGION1,LNDCP01HIMRD,SEA2PEK,2022,0.0638
REGION1,LNDCP01HIMRD,SEA2PEK,2023,0.0567
REGION1,LNDCP01HIMRD,SEA2PEK,2024,0.0496
REGION1,LNDCP01HIMRD,SEA2PEK,2025,0.0425
REGION1,LNDCP01HIMRD,SEA2PEK,2026,0.0362
REGION1,LNDCP01HIMRD,SEA2PEK,2027,0.0307
REGION1,LNDCP01HIMRD,SEA2PEK,2028,0.0261
REGION1,LNDCP01HIMRD,SEA2PEK,2029,0.0222
REGION1,LNDCP01HIMRD,SEA2PEK,2030,0.0189
REGION1,LNDCP01HINOC,SEA1BAS,2016,0.1154
REGION1,LNDCP01HINOC,SEA1BAS,2017,0.1077
REGION1,LNDCP01HINOC,SEA1BAS,2018,0.1239
REGION1,LNDCP01HINOC,SEA1BAS,2019,0.1425
REGION1,LNDCP01HINOC,SEA1BAS,2020,0.1639
REGION1,LNDCP01HINOC,SEA1BAS,2021,0.1884
REGION1,LNDCP01HINOC,SEA1BAS,2022,0.1807
REGION1,LNDCP01HINOC,SEA1BAS,2023,0.1731
REGION1,LNDCP01HINOC,SEA1BAS,2024,0.1654
REGION1,LNDCP01HINOC,SEA1BAS,2025,0.1577
REGION1,LNDCP01HINOC,SEA1BAS,2026,0.15
REGION1,LNDCP01HINOC,SEA1BAS,2027,0.1423
REGION1,LNDCP01HINOC,SEA1BAS,2028,0.1346
REGION1,LNDCP01HINOC,SEA1BAS,2029,0.1269
REGION1,LNDCP01HINOC,SEA1BAS,2030,0.1192
REGION1,LNDCP01HINOC,SEA1INT,2016,0.1154
REGION1,LNDCP01HINOC,SEA1INT,2017,0.1077
REGION1,LNDCP01HINOC,SEA1INT,2018,0.1239
REGION1,LNDCP01HINOC,SEA1INT,2019,0.1425
REGION1,LNDCP01HINOC,SEA1INT,2020,0.1639
REGION1,LNDCP01HINOC,SEA1INT,2021,0.1884
REGION1,LNDCP01HINOC,SEA1INT,2022,0.1807
REGION1,LNDCP01HINOC,SEA1INT,2023,0.1731
REGION1,LNDCP01HINOC,SEA1INT,2024,0.1654
REGION1,LNDCP01HINOC,SEA1INT,2025,0.1577
REGION1,LNDCP01HINOC,SEA1INT,2026,0.15
REGION1,LNDCP01HINOC,SEA1INT,2027,0.1423
REGION1,LNDCP01HINOC,SEA1INT,2028,0.1346
REGION1,LNDCP01HINOC,SEA1INT,2029,0.1269
REGION1,LNDCP01HINOC,SEA1INT,2030,0.1192
REGION1,LNDCP01HINOC,SEA1PEK,2016,0.1154
REGION1,LNDCP01HINOC,SEA1PEK,2017,0.1077
REGION1,LNDCP01HINOC,SEA1PEK,2018,0.1239
REGION1,LNDCP01HINOC,SEA1PEK,2019,0.1425
REGION1,LNDCP01HINOC,SEA1PEK,2020,0.1639
REGION1,LNDCP01HINOC,SEA1PEK,2021,0.1884
REGION1,LNDCP01HINOC,SEA1PEK,2022,0.1807
REGION1,LNDCP01HINOC,SEA1PEK,2023,0.1731
REGION1,LNDCP01HINOC,SEA1PEK,2024,0.1654
REGION1,LNDCP01HINOC,SEA1PEK,2025,0.1577
REGION1,LNDCP01HINOC,SEA1PEK,2026,0.15
REGION1,LNDCP01HINOC,SEA1PEK,2027,0.1423
REGION1,LNDCP01HINOC,SEA1PEK,2028,0.1346
REGION1,LNDCP01HINOC,SEA1PEK,2029,0.1269
REGION1,LNDCP01HINOC,SEA1PEK,2030,0.1192
REGION1,LNDCP01HINOC,SEA2BAS,2016,0.1154
REGION1,LNDCP01HINOC,SEA2BAS,2017,0.1077
REGION1,LNDCP01HINOC,SEA2BAS,2018,0.1239
REGION1,LNDCP01HINOC,SEA2BAS,2019,0.1425
REGION1,LNDCP01HINOC,SEA2BAS,2020,0.1639
REGION1,LNDCP01HINOC,SEA2BAS,2021,0.1884
REGION1,LNDCP01HINOC,SEA2BAS,2022,0.1807
REGION1,LNDCP01HINOC,SEA2BAS,2023,0.1731
REGION1,LNDCP01HINOC,SEA2BAS,2024,0.1654
REGION1,LNDCP01HINOC,SEA2BAS,2025,0.1577
REGION1,LNDCP01HINOC,SEA2BAS,2026,0.15
REGION1,LNDCP01HINOC,SEA2BAS,2027,0.1423
REGION1,LNDCP01HINOC,SEA2BAS,2028,0.1346
REGION1,LNDCP01HINOC,SEA2BAS,2029,0.1269
REGION1,LNDCP01HINOC,SEA2BAS,2030,0.1192
REGION1,LNDCP01HINOC,SEA2INT,2016,0.1154
REGION1,LNDCP01HINOC,SEA2INT,2017,0.1077
REGION1,LNDCP01HINOC,SEA2INT,2018,0.1239
REGION1,LNDCP01HINOC,SEA2INT,2019,0.1425
REGION1,LNDCP01HINOC,SEA2INT,2020,0.1639
REGION1,LNDCP01HINOC,SEA2INT,2021,0.1884
REGION1,LNDCP01HINOC,SEA2INT,2022,0.1807
REGION1,LNDCP01HINOC,SEA2INT,2023,0.1731
REGION1,LNDCP01HINOC,SEA2INT,2024,0.1654
REGION1,LNDCP01HINOC,SEA2INT,2025,0.1577
REGION1,LNDCP01HINOC,SEA2INT,2026,0.15
REGION1,LNDCP01HINOC,SEA2INT,2027,0.1423
REGION1,LNDCP01HINOC,SEA2INT,2028,0.1346
REGION1,LNDCP01HINOC,SEA2INT,2029,0.1269
REGION1,LNDCP01HINOC,SEA2INT,2030,0.1192
REGION1,LNDCP01HINOC,SEA2PEK,2016,0.1154
REGION1,LNDCP01HINOC,SEA2PEK,2017,0.1077
REGION1,LNDCP01HINOC,SEA2PEK,2018,0.1239
REGION1,LNDCP01HINOC,SEA2PEK,2019,0.1425
REGION1,LNDCP01HINOC,SEA2PEK,2020,0.1639
REGION1,LNDCP01HINOC,SEA2PEK,2021,0.1884
REGION1,LNDCP01HINOC,SEA2PEK,2022,0.1807
REGION1,LNDCP01HINOC,SEA2PEK,2023,0.1731
REGION1,LNDCP01HINOC,SEA2PEK,2024,0.1654
REGION1,LNDCP01HINOC,SEA2PEK,2025,0.1577
REGION1,LNDCP01HINOC,SEA2PEK,2026,0.15
REGION1,LNDCP01HINOC,SEA2PEK,2027,0.1423
REGION1,LNDCP01HINOC,SEA2PEK,2028,0.1346
REGION1,LNDCP01HINOC,SEA2PEK,2029,0.1269
REGION1,LNDCP01HINOC,SEA2PEK,2030,0.1192
REGION1,LNDCP01HINOE,SEA1BAS,2016,0.1042
REGION1,LNDCP01HINOE,SEA1BAS,2017,0.0972
REGION1,LNDCP01HINOE,SEA1BAS,2018,0.0903
REGION1,LNDCP01HINOE,SEA1BAS,2019,0.0833
REGION1,LNDCP01HINOE,SEA1BAS,2020,0.0764
REGION1,LNDCP01HINOE,SEA1BAS,2021,0.0694
REGION1,LNDCP01HINOE,SEA1BAS,2022,0.0625
REGION1,LNDCP01HINOE,SEA1BAS,2023,0.0556
REGION1,LNDCP01HINOE,SEA1BAS,2024,0.0486
REGION1,LNDCP01HINOE,SEA1BAS,2025,0.0417
REGION1,LNDCP01HINOE,SEA1BAS,2026,0.0354
REGION1,LNDCP01HINOE,SEA1BAS,2027,0.0301
REGION1,LNDCP01HINOE,SEA1BAS,2028,0.0256
REGION1,LNDCP01HINOE,SEA1BAS,2029,0.0218
REGION1,LNDCP01HINOE,SEA1BAS,2030,0.0185
REGION1,LNDCP01HINOE,SEA1INT,2016,0.1042
REGION1,LNDCP01HINOE,SEA1INT,2017,0.0972
REGION1,LNDCP01HINOE,SEA1INT,2018,0.0903
REGION1,LNDCP01HINOE,SEA1INT,2019,0.0833
REGION1,LNDCP01HINOE,SEA1INT,2020,0.0764
REGION1,LNDCP01HINOE,SEA1INT,2021,0.0694
REGION1,LNDCP01HINOE,SEA1INT,2022,0.0625
REGION1,LNDCP01HINOE,SEA1INT,2023,0.0556
REGION1,LNDCP01HINOE,SEA1INT,2024,0.0486
REGION1,LNDCP01HINOE,SEA1INT,2025,0.0417
REGION1,LNDCP01HINOE,SEA1INT,2026,0.0354
REGION1,LNDCP01HINOE,SEA1INT,2027,0.0301
REGION1,LNDCP01HINOE,SEA1INT,2028,0.0256
REGION1,LNDCP01HINOE,SEA1INT,2029,0.0218
REGION1,LNDCP01HINOE,SEA1INT,2030,0.0185
REGION1,LNDCP01HINOE,SEA1PEK,2016,0.1042
REGION1,LNDCP01HINOE,SEA1PEK,2017,0.0972
REGION1,LNDCP01HINOE,SEA1PEK,2018,0.0903
REGION1,LNDCP01HINOE,SEA1PEK,2019,0.0833
REGION1,LNDCP01HINOE,SEA1PEK,2020,0.0764
REGION1,LNDCP01HINOE,SEA1PEK,2021,0.0694
REGION1,LNDCP01HINOE,SEA1PEK,2022,0.0625
REGION1,LNDCP01HINOE,SEA1PEK,2023,0.0556
REGION1,LNDCP01HINOE,SEA1PEK,2024,0.0486
REGION1,LNDCP01HINOE,SEA1PEK,2025,0.0417
REGION1,LNDCP01HINOE,SEA1PEK,2026,0.0354
REGION1,LNDCP01HINOE,SEA1PEK,2027,0.0301
REGION1,LNDCP01HINOE,SEA1PEK,2028,0.0256
REGION1,LNDCP01HINOE,SEA1PEK,2029,0.0218
REGION1,LNDCP01HINOE,SEA1PEK,2030,0.0185
REGION1,LNDCP01HINOE,SEA2BAS,2016,0.1042
REGION1,LNDCP01HINOE,SEA2BAS,2017,0.0972
REGION1,LNDCP01HINOE,SEA2BAS,2018,0.0903
REGION1,LNDCP01HINOE,SEA2BAS,2019,0.0833
REGION1,LNDCP01HINOE,SEA2BAS,2020,0.0764
REGION1,LNDCP01HINOE,SEA2BAS,2021,0.0694
REGION1,LNDCP01HINOE,SEA2BAS,2022,0.0625
REGION1,LNDCP01HINOE,SEA2BAS,2023,0.0556
REGION1,LNDCP01HINOE,SEA2BAS,2024,0.0486
REGION1,LNDCP01HINOE,SEA2BAS,2025,0.0417
REGION1,LNDCP01HINOE,SEA2BAS,2026,0.0354
REGION1,LNDCP01HINOE,SEA2BAS,2027,0.0301
REGION1,LNDCP01HINOE,SEA2BAS,2028,0.0256
REGION1,LNDCP01HINOE,SEA2BAS,2029,0.0218
REGION1,LNDCP01HINOE,SEA2BAS,2030,0.0185
REGION1,LNDCP01HINOE,SEA2INT,2016,0.1042
REGION1,LNDCP01HINOE,SEA2INT,2017,0.0972
REGION1,LNDCP01HINOE,SEA2INT,2018,0.0903
REGION1,LNDCP01HINOE,SEA2INT,2019,0.0833
REGION1,LNDCP01HINOE,SEA2INT,2020,0.0764
REGION1,LNDCP01HINOE,SEA2INT,2021,0.0694
REGION1,LNDCP01HINOE,SEA2INT,2022,0.0625
REGION1,LNDCP01HINOE,SEA2INT,2023,0.0556
REGION1,LNDCP01HINOE,SEA2INT,2024,0.0486
REGION1,LNDCP01HINOE,SEA2INT,2025,0.0417
REGION1,LNDCP01HINOE,SEA2INT,2026,0.0354
REGION1,LNDCP01HINOE,SEA2INT,2027,0.0301
REGION1,LNDCP01HINOE,SEA2INT,2028,0.0256
REGION1,LNDCP01HINOE,SEA2INT,2029,0.0218
REGION1,LNDCP01HINOE,SEA2INT,2030,0.0185
REGION1,LNDCP01HINOE,SEA2PEK,2016,0.1042
REGION1,LNDCP01HINOE,SEA2PEK,2017,0.0972
REGION1,LNDCP01HINOE,SEA2PEK,2018,0.0903
REGION1,LNDCP01HINOE,SEA2PEK,2019,0.0833
REGION1,LNDCP01HINOE,SEA2PEK,2020,0.0764
REGION1,LNDCP01HINOE,SEA2PEK,2021,0.0694
REGION1,LNDCP01HINOE,SEA2PEK,2022,0.0625
REGION1,LNDCP01HINOE,SEA2PEK,2023,0.0556
REGION1,LNDCP01HINOE,SEA2PEK,2024,0.0486
REGION1,LNDCP01HINOE,SEA2PEK,2025,0.0417
REGION1,LNDCP01HINOE,SEA2PEK,2026,0.0354
REGION1,LNDCP01HINOE,SEA2PEK,2027,0.0301
REGION1,LNDCP01HINOE,SEA2PEK,2028,0.0256
REGION1,LNDCP01HINOE,SEA2PEK,2029,0.0218
REGION1,LNDCP01HINOE,SEA2PEK,2030,0.0185
REGION1,LNDCP01HINOW,SEA1BAS,2016,0.137
REGION1,LNDCP01HINOW,SEA1BAS,2017,0.1279
REGION1,LNDCP01HINOW,SEA1BAS,2018,0.1187
REGION1,LNDCP01HINOW,SEA1BAS,2019,0.1096
REGION1,LNDCP01HINOW,SEA1BAS,2020,0.1005
REGION1,LNDCP01HINOW,SEA1BAS,2021,0.0913
REGION1,LNDCP01HINOW,SEA1BAS,2022,0.0822
REGION1,LNDCP01HINOW,SEA1BAS,2023,0.0731
REGION1,LNDCP01HINOW,SEA1BAS,2024,0.0639
REGION1,LNDCP01HINOW,SEA1BAS,2025,0.0548
REGION1,LNDCP01HINOW,SEA1BAS,2026,0.0466
REGION1,LNDCP01HINOW,SEA1BAS,2027,0.0396
REGION1,LNDCP01HINOW,SEA1BAS,2028,0.0337
REGION1,LNDCP01HINOW,SEA1BAS,2029,0.0286
REGION1,LNDCP01HINOW,SEA1BAS,2030,0.0243
REGION1,LNDCP01HINOW,SEA1INT,2016,0.137
REGION1,LNDCP01HINOW,SEA1INT,2017,0.1279
REGION1,LNDCP01HINOW,SEA1INT,2018,0.1187
REGION1,LNDCP01HINOW,SEA1INT,2019,0.1096
REGION1,LNDCP01HINOW,SEA1INT,2020,0.1005
REGION1,LNDCP01HINOW,SEA1INT,2021,0.0913
REGION1,LNDCP01HINOW,SEA1INT,2022,0.0822
REGION1,LNDCP01HINOW,SEA1INT,2023,0.0731
REGION1,LNDCP01HINOW,SEA1INT,2024,0.0639
REGION1,LNDCP01HINOW,SEA1INT,2025,0.0548
REGION1,LNDCP01HINOW,SEA1INT,2026,0.0466
REGION1,LNDCP01HINOW,SEA1INT,2027,0.0396
REGION1,LNDCP01HINOW,SEA1INT,2028,0.0337
REGION1,LNDCP01HINOW,SEA1INT,2029,0.0286
REGION1,LNDCP01HINOW,SEA1INT,2030,0.0243
REGION1,LNDCP01HINOW,SEA1PEK,2016,0.137
REGION1,LNDCP01HINOW,SEA1PEK,2017,0.1279
REGION1,LNDCP01HINOW,SEA1PEK,2018,0.1187
REGION1,LNDCP01HINOW,SEA1PEK,2019,0.1096
REGION1,LNDCP01HINOW,SEA1PEK,2020,0.1005
REGION1,LNDCP01HINOW,SEA1PEK,2021,0.0913
REGION1,LNDCP01HINOW,SEA1PEK,2022,0.0822
REGION1,LNDCP01HINOW,SEA1PEK,2023,0.0731
REGION1,LNDCP01HINOW,SEA1PEK,2024,0.0639
REGION1,LNDCP01HINOW,SEA1PEK,2025,0.0548
REGION1,LNDCP01HINOW,SEA1PEK,2026,0.0466
REGION1,LNDCP01HINOW,SEA1PEK,2027,0.0396
REGION1,LNDCP01HINOW,SEA1PEK,2028,0.0337
REGION1,LNDCP01HINOW,SEA1PEK,2029,0.0286
REGION1,LNDCP01HINOW,SEA1PEK,2030,0.0243
REGION1,LNDCP01HINOW,SEA2BAS,2016,0.137
REGION1,LNDCP01HINOW,SEA2BAS,2017,0.1279
REGION1,LNDCP01HINOW,SEA2BAS,2018,0.1187
REGION1,LNDCP01HINOW,SEA2BAS,2019,0.1096
REGION1,LNDCP01HINOW,SEA2BAS,2020,0.1005
REGION1,LNDCP01HINOW,SEA2BAS,2021,0.0913
REGION1,LNDCP01HINOW,SEA2BAS,2022,0.0822
REGION1,LNDCP01HINOW,SEA2BAS,2023,0.0731
REGION1,LNDCP01HINOW,SEA2BAS,2024,0.0639
REGION1,LNDCP01HINOW,SEA2BAS,2025,0.0548
REGION1,LNDCP01HINOW,SEA2BAS,2026,0.0466
REGION1,LNDCP01HINOW,SEA2BAS,2027,0.0396
REGION1,LNDCP01HINOW,SEA2BAS,2028,0.0337
REGION1,LNDCP01HINOW,SEA2BAS,2029,0.0286
REGION1,LNDCP01HINOW,SEA2BAS,2030,0.0243
REGION1,LNDCP01HINOW,SEA2INT,2016,0.137
REGION1,LNDCP01HINOW,SEA2INT,2017,0.1279
REGION1,LNDCP01HINOW,SEA2INT,2018,0.1187
REGION1,LNDCP01HINOW,SEA2INT,2019,0.1096
REGION1,LNDCP01HINOW,SEA2INT,2020,0.1005
REGION1,LNDCP01HINOW,SEA2INT,2021,0.0913
REGION1,LNDCP01HINOW,SEA2INT,2022,0.0822
REGION1,LNDCP01HINOW,SEA2INT,2023,0.0731
REGION1,LNDCP01HINOW,SEA2INT,2024,0.0639
REGION1,LNDCP01HINOW,SEA2INT,2025,0.0548
REGION1,LNDCP01HINOW,SEA2INT,2026,0.0466
REGION1,LNDCP01HINOW,SEA2INT,2027,0.0396
REGION1,LNDCP01HINOW,SEA2INT,2028,0.0337
REGION1,LNDCP01HINOW,SEA2INT,2029,0.0286
REGION1,LNDCP01HINOW,SEA2INT,2030,0.0243
REGION1,LNDCP01HINOW,SEA2PEK,2016,0.137
REGION1,LNDCP01HINOW,SEA2PEK,2017,0.1279
REGION1,LNDCP01HINOW,SEA2PEK,2018,0.1187
REGION1,LNDCP01HINOW,SEA2PEK,2019,0.1096
REGION1,LNDCP01HINOW,SEA2PEK,2020,0.1005
REGION1,LNDCP01HINOW,SEA2PEK,2021,0.0913
REGION1,LNDCP01HINOW,SEA2PEK,2022,0.0822
REGION1,LNDCP01HINOW,SEA2PEK,2023,0.0731
REGION1,LNDCP01HINOW,SEA2PEK,2024,0.0639
REGION1,LNDCP01HINOW,SEA2PEK,2025,0.0548
REGION1,LNDCP01HINOW,SEA2PEK,2026,0.0466
REGION1,LNDCP01HINOW,SEA2PEK,2027,0.0396
REGION1,LNDCP01HINOW,SEA2PEK,2028,0.0337
REGION1,LNDCP01HINOW,SEA2PEK,2029,0.0286
REGION1,LNDCP01HINOW,SEA2PEK,2030,0.0243
REGION1,LNDCP01HIRRD,SEA1BAS,2016,0.0585
